player1,player2,ranking_1,ranking_2,surface,tournament,match_date,winner,winrate_1,winrate_2
Diego Schwartzman,Lloyd Harris,14.0,72.0,Hard,Australian Open,2020-01-20,0,60.97560975609756,50.0
Alejandro Davidovich Fokina,Norbert Gombos,88.0,113.0,Hard,Australian Open,2020-01-20,0,56.52173913043478,46.666666666666664
Marc Polmans,Mikhail Kukushkin,133.0,68.0,Hard,Australian Open,2020-01-20,0,33.33333333333333,37.5
Dusan Lajovic,Kyle Edmund,27.0,65.0,Hard,Australian Open,2020-01-20,0,46.666666666666664,52.63157894736842
Daniel Evans,Mackenzie Mcdonald,32.0,129.0,Hard,Australian Open,2020-01-20,0,57.57575757575758,33.33333333333333
Yoshihito Nishioka,Laslo Djere,71.0,40.0,Hard,Australian Open,2020-01-20,0,53.84615384615385,59.09090909090909
Tatsuma Ito,Prajnesh Gunneswaran,146.0,123.0,Hard,Australian Open,2020-01-20,0,50.0,20.0
Novak Djokovic,Jan Lennard Struff,2.0,37.0,Hard,Australian Open,2020-01-20,0,89.13043478260869,50.0
Novak Djokovic,Jan Lennard Struff,2.0,37.0,Hard,Australian Open,2020-01-20,0,89.13043478260869,50.0
Novak Djokovic,Jan Lennard Struff,2.0,37.0,Hard,Australian Open,2020-01-20,0,89.13043478260869,50.0
Rafael Nadal,Federico Delbonis,1.0,76.0,Hard,Australian Open,2020-01-20,0,79.41176470588235,42.857142857142854
Pablo Carreno Busta,Peter Gojowczyk,30.0,120.0,Hard,Australian Open,2020-01-20,0,62.5,25.0
Nick Kyrgios,Gilles Simon,26.0,61.0,Hard,Australian Open,2020-01-20,0,66.66666666666666,47.82608695652174
Karen Khachanov,Mikael Ymer,17.0,78.0,Hard,Australian Open,2020-01-20,0,57.14285714285714,46.15384615384615
Gael Monfils,Ivo Karlovic,10.0,124.0,Hard,Australian Open,2020-01-20,0,69.56521739130434,20.0
Ernests Gulbis,Aljaz Bedene,256.0,55.0,Hard,Australian Open,2020-01-20,0,66.66666666666666,45.45454545454545
Taylor Fritz,Kevin Anderson,34.0,122.0,Hard,Australian Open,2020-01-20,0,48.275862068965516,50.0
Dominic Thiem,Alex Bolt,5.0,140.0,Hard,Australian Open,2020-01-20,0,73.52941176470588,50.0
Daniil Medvedev,Pedro Martinez,4.0,168.0,Hard,Australian Open,2020-01-20,0,73.68421052631578,52.94117647058824
Alexei Popyrin,Jaume Munar,96.0,90.0,Hard,Australian Open,2020-01-20,0,28.57142857142857,27.27272727272727
John Isner,Alejandro Tabilo,19.0,208.0,Hard,Australian Open,2020-01-20,0,50.0,50.0
Stan Wawrinka,Andreas Seppi,15.0,85.0,Hard,Australian Open,2020-01-20,0,65.21739130434783,50.0
David Goffin,Pierre Hugues Herbert,11.0,64.0,Hard,Australian Open,2020-01-20,0,52.17391304347826,50.0
David Goffin,Pierre Hugues Herbert,11.0,64.0,Hard,Australian Open,2020-01-20,0,52.17391304347826,50.0
Andrey Rublev,Yuichi Sugita,16.0,91.0,Hard,Australian Open,2020-01-20,0,80.3921568627451,40.0
Fernando Verdasco,Nikoloz Basilashvili,51.0,29.0,Hard,Australian Open,2020-01-20,0,46.15384615384615,23.52941176470588
Alexander Zverev,Egor Gerasimov,7.0,98.0,Hard,Australian Open,2020-01-20,0,71.7948717948718,56.52173913043478
Tennys Sandgren,Matteo Berrettini,100.0,8.0,Hard,Australian Open,2020-01-20,0,38.095238095238095,60.0
Sam Querrey,Ricardas Berankis,45.0,69.0,Hard,Australian Open,2020-01-20,0,33.33333333333333,50.0
Guido Pella,Gregoire Barrere,25.0,84.0,Hard,Australian Open,2020-01-20,0,41.17647058823529,33.33333333333333
Fabio Fognini,Jordan Thompson,12.0,66.0,Hard,Australian Open,2020-01-20,0,33.33333333333333,47.82608695652174
Marton Fucsovics,Jannik Sinner,67.0,82.0,Hard,Australian Open,2020-01-20,0,56.00000000000001,64.51612903225806
Tommy Paul,Grigor Dimitrov,80.0,20.0,Hard,Australian Open,2020-01-20,0,53.57142857142857,63.33333333333333
John Millman,Hubert Hurkacz,47.0,31.0,Hard,Australian Open,2020-01-20,0,58.06451612903226,53.57142857142857
Roger Federer,Filip Krajinovic,3.0,41.0,Hard,Australian Open,2020-01-20,0,83.33333333333334,57.14285714285714
Stefanos Tsitsipas,Philipp Kohlschreiber,6.0,79.0,Hard,Australian Open,2020-01-20,0,68.18181818181817,20.0
Milos Raonic,Cristian Garin,35.0,36.0,Hard,Australian Open,2020-01-20,0,69.6969696969697,60.0
Marin Cilic,Benoit Paire,39.0,21.0,Hard,Australian Open,2020-01-20,0,55.55555555555556,43.47826086956522
Roberto Bautista Agut,Michael Mmoh,9.0,217.0,Hard,Australian Open,2020-01-20,0,71.42857142857143,33.33333333333333
Diego Schwartzman,Alejandro Davidovich Fokina,14.0,88.0,Hard,Australian Open,2020-01-20,0,60.97560975609756,56.52173913043478
Diego Schwartzman,Alejandro Davidovich Fokina,14.0,88.0,Hard,Australian Open,2020-01-20,0,60.97560975609756,56.52173913043478
Diego Schwartzman,Alejandro Davidovich Fokina,14.0,88.0,Hard,Australian Open,2020-01-20,0,60.97560975609756,56.52173913043478
Dusan Lajovic,Marc Polmans,27.0,133.0,Hard,Australian Open,2020-01-20,0,46.666666666666664,33.33333333333333
Yoshihito Nishioka,Daniel Evans,71.0,32.0,Hard,Australian Open,2020-01-20,0,53.84615384615385,57.57575757575758
Novak Djokovic,Tatsuma Ito,2.0,146.0,Hard,Australian Open,2020-01-20,0,89.13043478260869,50.0
Rafael Nadal,Pablo Carreno Busta,1.0,30.0,Hard,Australian Open,2020-01-20,0,79.41176470588235,62.5
Rafael Nadal,Pablo Carreno Busta,1.0,30.0,Hard,Australian Open,2020-01-20,0,79.41176470588235,62.5
Rafael Nadal,Pablo Carreno Busta,1.0,30.0,Hard,Australian Open,2020-01-20,0,79.41176470588235,62.5
Nick Kyrgios,Karen Khachanov,26.0,17.0,Hard,Australian Open,2020-01-20,0,66.66666666666666,57.14285714285714
Gael Monfils,Ernests Gulbis,10.0,256.0,Hard,Australian Open,2020-01-20,0,69.56521739130434,66.66666666666666
Dominic Thiem,Taylor Fritz,5.0,34.0,Hard,Australian Open,2020-01-20,0,73.52941176470588,48.275862068965516
Daniil Medvedev,Alexei Popyrin,4.0,96.0,Hard,Australian Open,2020-01-20,0,73.68421052631578,28.57142857142857
Stan Wawrinka,John Isner,15.0,19.0,Hard,Australian Open,2020-01-20,0,65.21739130434783,50.0
Andrey Rublev,David Goffin,16.0,11.0,Hard,Australian Open,2020-01-20,0,80.3921568627451,52.17391304347826
Alexander Zverev,Fernando Verdasco,7.0,51.0,Hard,Australian Open,2020-01-20,0,71.7948717948718,46.15384615384615
Alexander Zverev,Fernando Verdasco,7.0,51.0,Hard,Australian Open,2020-01-20,0,71.7948717948718,46.15384615384615
Tennys Sandgren,Sam Querrey,100.0,45.0,Hard,Australian Open,2020-01-20,0,38.095238095238095,33.33333333333333
Fabio Fognini,Guido Pella,12.0,25.0,Hard,Australian Open,2020-01-20,0,33.33333333333333,41.17647058823529
Marton Fucsovics,Tommy Paul,67.0,80.0,Hard,Australian Open,2020-01-20,0,56.00000000000001,53.57142857142857
Roger Federer,John Millman,3.0,47.0,Hard,Australian Open,2020-01-20,0,83.33333333333334,58.06451612903226
Milos Raonic,Stefanos Tsitsipas,35.0,6.0,Hard,Australian Open,2020-01-20,0,69.6969696969697,68.18181818181817
Milos Raonic,Stefanos Tsitsipas,35.0,6.0,Hard,Australian Open,2020-01-20,0,69.6969696969697,68.18181818181817
Marin Cilic,Roberto Bautista Agut,39.0,9.0,Hard,Australian Open,2020-01-20,0,55.55555555555556,71.42857142857143
Diego Schwartzman,Dusan Lajovic,14.0,27.0,Hard,Australian Open,2020-01-20,0,60.97560975609756,46.666666666666664
Novak Djokovic,Yoshihito Nishioka,2.0,71.0,Hard,Australian Open,2020-01-20,0,89.13043478260869,53.84615384615385
Rafael Nadal,Nick Kyrgios,1.0,26.0,Hard,Australian Open,2020-01-20,0,79.41176470588235,66.66666666666666
Dominic Thiem,Gael Monfils,5.0,10.0,Hard,Australian Open,2020-01-20,0,73.52941176470588,69.56521739130434
Stan Wawrinka,Daniil Medvedev,15.0,4.0,Hard,Australian Open,2020-01-20,0,65.21739130434783,73.68421052631578
Alexander Zverev,Andrey Rublev,7.0,16.0,Hard,Australian Open,2020-01-20,0,71.7948717948718,80.3921568627451
Tennys Sandgren,Fabio Fognini,100.0,12.0,Hard,Australian Open,2020-01-20,0,38.095238095238095,33.33333333333333
Roger Federer,Marton Fucsovics,3.0,67.0,Hard,Australian Open,2020-01-20,0,83.33333333333334,56.00000000000001
Milos Raonic,Marin Cilic,35.0,39.0,Hard,Australian Open,2020-01-20,0,69.6969696969697,55.55555555555556
Novak Djokovic,Diego Schwartzman,2.0,14.0,Hard,Australian Open,2020-01-20,0,89.13043478260869,60.97560975609756
Novak Djokovic,Diego Schwartzman,2.0,14.0,Hard,Australian Open,2020-01-20,0,89.13043478260869,60.97560975609756
Novak Djokovic,Diego Schwartzman,2.0,14.0,Hard,Australian Open,2020-01-20,0,89.13043478260869,60.97560975609756
Dominic Thiem,Rafael Nadal,5.0,1.0,Hard,Australian Open,2020-01-20,0,73.52941176470588,79.41176470588235
Dominic Thiem,Rafael Nadal,5.0,1.0,Hard,Australian Open,2020-01-20,0,73.52941176470588,79.41176470588235
Alexander Zverev,Stan Wawrinka,7.0,15.0,Hard,Australian Open,2020-01-20,0,71.7948717948718,65.21739130434783
Alexander Zverev,Stan Wawrinka,7.0,15.0,Hard,Australian Open,2020-01-20,0,71.7948717948718,65.21739130434783
Roger Federer,Tennys Sandgren,3.0,100.0,Hard,Australian Open,2020-01-20,0,83.33333333333334,38.095238095238095
Novak Djokovic,Milos Raonic,2.0,35.0,Hard,Australian Open,2020-01-20,0,89.13043478260869,69.6969696969697
Novak Djokovic,Milos Raonic,2.0,35.0,Hard,Australian Open,2020-01-20,0,89.13043478260869,69.6969696969697
Dominic Thiem,Alexander Zverev,5.0,7.0,Hard,Australian Open,2020-01-20,0,73.52941176470588,71.7948717948718
Dominic Thiem,Alexander Zverev,5.0,7.0,Hard,Australian Open,2020-01-20,0,73.52941176470588,71.7948717948718
Novak Djokovic,Roger Federer,2.0,3.0,Hard,Australian Open,2020-01-20,0,89.13043478260869,83.33333333333334
Novak Djokovic,Dominic Thiem,2.0,5.0,Hard,Australian Open,2020-01-20,0,89.13043478260869,73.52941176470588
Cristian Garin,Diego Schwartzman,31.0,14.0,Clay,Cordoba,2020-02-03,0,60.0,60.97560975609756
Diego Schwartzman,Laslo Djere,14.0,39.0,Clay,Cordoba,2020-02-03,0,60.97560975609756,59.09090909090909
Cristian Garin,Andrej Martin,31.0,100.0,Clay,Cordoba,2020-02-03,0,60.0,28.57142857142857
Cristian Garin,Andrej Martin,31.0,100.0,Clay,Cordoba,2020-02-03,0,60.0,28.57142857142857
Diego Schwartzman,Albert Ramos,14.0,42.0,Clay,Cordoba,2020-02-03,0,60.97560975609756,39.130434782608695
Laslo Djere,Juan Ignacio Londero,39.0,50.0,Clay,Cordoba,2020-02-03,0,59.09090909090909,47.368421052631575
Cristian Garin,Pablo Cuevas,31.0,48.0,Clay,Cordoba,2020-02-03,0,60.0,36.36363636363637
Andrej Martin,Corentin Moutet,100.0,71.0,Clay,Cordoba,2020-02-03,0,28.57142857142857,47.61904761904761
Diego Schwartzman,Jaume Munar,14.0,87.0,Clay,Cordoba,2020-02-03,0,60.97560975609756,27.27272727272727
Albert Ramos,Pablo Andujar,42.0,63.0,Clay,Cordoba,2020-02-03,0,39.130434782608695,25.0
Laslo Djere,Pedro Martinez,39.0,150.0,Clay,Cordoba,2020-02-03,0,59.09090909090909,52.94117647058824
Juan Ignacio Londero,Pedro Cachin,50.0,354.0,Clay,Cordoba,2020-02-03,0,47.368421052631575,50.0
Pablo Cuevas,Gianluca Mager,48.0,133.0,Clay,Cordoba,2020-02-03,0,36.36363636363637,45.45454545454545
Cristian Garin,Attila Balazs,31.0,108.0,Clay,Cordoba,2020-02-03,0,60.0,50.0
Andrej Martin,Carlos Taberner,100.0,198.0,Clay,Cordoba,2020-02-03,0,28.57142857142857,33.33333333333333
Corentin Moutet,Guido Pella,71.0,22.0,Clay,Cordoba,2020-02-03,0,47.61904761904761,41.17647058823529
Jaume Munar,Leonardo Mayer,87.0,103.0,Clay,Cordoba,2020-02-03,0,,
Pablo Andujar,Filip Horansky,63.0,173.0,Clay,Cordoba,2020-02-03,0,,
Albert Ramos,Facundo Bagnis,42.0,135.0,Clay,Cordoba,2020-02-03,0,39.130434782608695,20.0
Pedro Martinez,Federico Gaio,150.0,124.0,Clay,Cordoba,2020-02-03,0,,
Pedro Cachin,Hugo Dellien,354.0,77.0,Clay,Cordoba,2020-02-03,0,50.0,36.36363636363637
Juan Ignacio Londero,Marco Cecchinato,50.0,72.0,Clay,Cordoba,2020-02-03,0,47.368421052631575,38.095238095238095
Pablo Cuevas,Federico Delbonis,48.0,74.0,Clay,Cordoba,2020-02-03,0,36.36363636363637,42.857142857142854
Gianluca Mager,Juan Pablo Ficovich,133.0,244.0,Clay,Cordoba,2020-02-03,0,,
Attila Balazs,Lorenzo Sonego,108.0,52.0,Clay,Cordoba,2020-02-03,0,50.0,46.15384615384615
Carlos Taberner,Fernando Verdasco,198.0,49.0,Clay,Cordoba,2020-02-03,0,33.33333333333333,46.15384615384615
Andrej Martin,Federico Coria,100.0,116.0,Clay,Cordoba,2020-02-03,0,28.57142857142857,40.0
Corentin Moutet,Thiago Monteiro,71.0,89.0,Clay,Cordoba,2020-02-03,0,47.61904761904761,44.44444444444444
Gael Monfils,Vasek Pospisil,9.0,132.0,Hard,Montpellier,2020-02-03,0,69.56521739130434,61.53846153846154
Gael Monfils,Filip Krajinovic,9.0,44.0,Hard,Montpellier,2020-02-03,0,69.56521739130434,57.14285714285714
Gael Monfils,Filip Krajinovic,9.0,44.0,Hard,Montpellier,2020-02-03,0,69.56521739130434,57.14285714285714
Vasek Pospisil,David Goffin,132.0,10.0,Hard,Montpellier,2020-02-03,0,61.53846153846154,52.17391304347826
Gael Monfils,Norbert Gombos,9.0,104.0,Hard,Montpellier,2020-02-03,0,69.56521739130434,46.666666666666664
Filip Krajinovic,Gregoire Barrere,44.0,91.0,Hard,Montpellier,2020-02-03,0,57.14285714285714,33.33333333333333
Vasek Pospisil,Richard Gasquet,132.0,58.0,Hard,Montpellier,2020-02-03,0,61.53846153846154,50.0
Vasek Pospisil,Richard Gasquet,132.0,58.0,Hard,Montpellier,2020-02-03,0,61.53846153846154,50.0
David Goffin,Pierre Hugues Herbert,10.0,67.0,Hard,Montpellier,2020-02-03,0,52.17391304347826,50.0
David Goffin,Pierre Hugues Herbert,10.0,67.0,Hard,Montpellier,2020-02-03,0,52.17391304347826,50.0
Gael Monfils,Adrian Mannarino,9.0,45.0,Hard,Montpellier,2020-02-03,0,69.56521739130434,45.16129032258064
Norbert Gombos,Emil Ruusuvuori,104.0,101.0,Hard,Montpellier,2020-02-03,0,46.666666666666664,40.0
Gregoire Barrere,Grigor Dimitrov,91.0,23.0,Hard,Montpellier,2020-02-03,0,33.33333333333333,63.33333333333333
Filip Krajinovic,Mikael Ymer,44.0,76.0,Hard,Montpellier,2020-02-03,0,57.14285714285714,46.15384615384615
Filip Krajinovic,Mikael Ymer,44.0,76.0,Hard,Montpellier,2020-02-03,0,57.14285714285714,46.15384615384615
Richard Gasquet,Feliciano Lopez,58.0,55.0,Hard,Montpellier,2020-02-03,0,50.0,41.17647058823529
Vasek Pospisil,Denis Shapovalov,132.0,16.0,Hard,Montpellier,2020-02-03,0,61.53846153846154,53.125
Pierre Hugues Herbert,Felix Auger Aliassime,67.0,21.0,Hard,Montpellier,2020-02-03,0,50.0,54.761904761904766
David Goffin,Alexander Bublik,10.0,54.0,Hard,Montpellier,2020-02-03,0,52.17391304347826,46.666666666666664
Adrian Mannarino,Alexei Popyrin,45.0,99.0,Hard,Montpellier,2020-02-03,0,45.16129032258064,28.57142857142857
Adrian Mannarino,Alexei Popyrin,45.0,99.0,Hard,Montpellier,2020-02-03,0,45.16129032258064,28.57142857142857
Emil Ruusuvuori,Dennis Novak,101.0,93.0,Hard,Montpellier,2020-02-03,0,40.0,33.33333333333333
Norbert Gombos,Pablo Carreno Busta,104.0,29.0,Hard,Montpellier,2020-02-03,0,46.666666666666664,62.5
Gregoire Barrere,Joao Sousa,91.0,69.0,Hard,Montpellier,2020-02-03,0,33.33333333333333,10.0
Mikael Ymer,Jannik Sinner,76.0,78.0,Hard,Montpellier,2020-02-03,0,46.15384615384615,64.51612903225806
Filip Krajinovic,Enzo Couacaud,44.0,214.0,Hard,Montpellier,2020-02-03,0,,
Feliciano Lopez,Ugo Humbert,55.0,43.0,Hard,Montpellier,2020-02-03,0,41.17647058823529,66.66666666666666
Richard Gasquet,Gilles Simon,58.0,59.0,Hard,Montpellier,2020-02-03,0,50.0,47.82608695652174
Vasek Pospisil,Aljaz Bedene,132.0,51.0,Hard,Montpellier,2020-02-03,0,61.53846153846154,45.45454545454545
Felix Auger Aliassime,Damir Dzumhur,21.0,97.0,Hard,Montpellier,2020-02-03,0,54.761904761904766,20.0
Pierre Hugues Herbert,Sergiy Stakhovsky,67.0,153.0,Hard,Montpellier,2020-02-03,0,50.0,33.33333333333333
Alexander Bublik,Henri Laaksonen,54.0,112.0,Hard,Montpellier,2020-02-03,0,46.666666666666664,25.0
Jiri Vesely,Egor Gerasimov,107.0,90.0,Hard,Pune,2020-02-03,0,66.66666666666666,56.52173913043478
Egor Gerasimov,James Duckworth,90.0,96.0,Hard,Pune,2020-02-03,0,56.52173913043478,33.33333333333333
Jiri Vesely,Ricardas Berankis,107.0,73.0,Hard,Pune,2020-02-03,0,66.66666666666666,50.0
James Duckworth,Roberto Marcora,96.0,174.0,Hard,Pune,2020-02-03,0,33.33333333333333,66.66666666666666
Egor Gerasimov,Soon Woo Kwon,90.0,88.0,Hard,Pune,2020-02-03,0,56.52173913043478,53.333333333333336
Jiri Vesely,Ilya Ivashka,107.0,152.0,Hard,Pune,2020-02-03,0,66.66666666666666,37.5
Ricardas Berankis,Yuichi Sugita,73.0,86.0,Hard,Pune,2020-02-03,0,50.0,40.0
Roberto Marcora,Benoit Paire,174.0,19.0,Hard,Pune,2020-02-03,0,66.66666666666666,43.47826086956522
James Duckworth,Taro Daniel,96.0,102.0,Hard,Pune,2020-02-03,0,33.33333333333333,20.0
Soon Woo Kwon,Prajnesh Gunneswaran,88.0,122.0,Hard,Pune,2020-02-03,0,53.333333333333336,20.0
Egor Gerasimov,Nikola Milojevic,90.0,148.0,Hard,Pune,2020-02-03,0,56.52173913043478,50.0
Jiri Vesely,Salvatore Caruso,107.0,98.0,Hard,Pune,2020-02-03,0,66.66666666666666,35.0
Ilya Ivashka,Stefano Travaglia,152.0,82.0,Hard,Pune,2020-02-03,0,37.5,37.5
Yuichi Sugita,Viktor Troicki,86.0,191.0,Hard,Pune,2020-02-03,0,40.0,25.0
Ricardas Berankis,Cedrik Marcel Stebe,73.0,149.0,Hard,Pune,2020-02-03,0,50.0,40.0
Roberto Marcora,Lukas Rosol,174.0,176.0,Hard,Pune,2020-02-03,0,66.66666666666666,50.0
Taro Daniel,Sasi Kumar Mukund,102.0,263.0,Hard,Pune,2020-02-03,0,,
James Duckworth,Peter Gojowczyk,96.0,106.0,Hard,Pune,2020-02-03,0,33.33333333333333,25.0
Prajnesh Gunneswaran,Yannick Maden,122.0,131.0,Hard,Pune,2020-02-03,0,,
Nikola Milojevic,Antoine Hoang,148.0,126.0,Hard,Pune,2020-02-03,0,,
Egor Gerasimov,Paolo Lorenzi,90.0,115.0,Hard,Pune,2020-02-03,0,56.52173913043478,20.0
Salvatore Caruso,Ramkumar Ramanathan,98.0,182.0,Hard,Pune,2020-02-03,0,,
Jiri Vesely,Arjun Kadhe,107.0,612.0,Hard,Pune,2020-02-03,0,,
Ilya Ivashka,Evgeny Donskoy,152.0,109.0,Hard,Pune,2020-02-03,0,37.5,20.0
Yuichi Sugita,Thomas Fabbiano,86.0,134.0,Hard,Pune,2020-02-03,0,,
Viktor Troicki,Sumit Nagal,191.0,125.0,Hard,Pune,2020-02-03,0,25.0,16.666666666666664
Cedrik Marcel Stebe,Ivo Karlovic,149.0,121.0,Hard,Pune,2020-02-03,0,40.0,20.0
Casper Ruud,Pedro Sousa,45.0,145.0,Clay,Buenos Aires,2020-02-10,0,62.857142857142854,62.5
Pedro Sousa,Diego Schwartzman,145.0,14.0,Clay,Buenos Aires,2020-02-10,0,62.5,60.97560975609756
Casper Ruud,Juan Ignacio Londero,45.0,69.0,Clay,Buenos Aires,2020-02-10,0,62.857142857142854,47.368421052631575
Diego Schwartzman,Pablo Cuevas,14.0,48.0,Clay,Buenos Aires,2020-02-10,0,60.97560975609756,36.36363636363637
Pedro Sousa,Thiago Monteiro,145.0,92.0,Clay,Buenos Aires,2020-02-10,0,62.5,44.44444444444444
Casper Ruud,Dusan Lajovic,45.0,23.0,Clay,Buenos Aires,2020-02-10,0,62.857142857142854,46.666666666666664
Juan Ignacio Londero,Guido Pella,69.0,27.0,Clay,Buenos Aires,2020-02-10,0,47.368421052631575,41.17647058823529
Diego Schwartzman,Federico Delbonis,14.0,87.0,Clay,Buenos Aires,2020-02-10,0,60.97560975609756,42.857142857142854
Pablo Cuevas,Albert Ramos,48.0,42.0,Clay,Buenos Aires,2020-02-10,0,36.36363636363637,39.130434782608695
Thiago Monteiro,Borna Coric,92.0,31.0,Clay,Buenos Aires,2020-02-10,0,44.44444444444444,57.14285714285714
Pedro Sousa,Jozef Kovalik,145.0,129.0,Clay,Buenos Aires,2020-02-10,0,62.5,14.285714285714285
Casper Ruud,Roberto Carballes Baena,45.0,88.0,Clay,Buenos Aires,2020-02-10,0,62.857142857142854,42.857142857142854
Dusan Lajovic,Pedro Martinez,23.0,142.0,Clay,Buenos Aires,2020-02-10,0,46.666666666666664,52.94117647058824
Juan Ignacio Londero,Laslo Djere,69.0,35.0,Clay,Buenos Aires,2020-02-10,0,47.368421052631575,59.09090909090909
Guido Pella,Facundo Bagnis,27.0,134.0,Clay,Buenos Aires,2020-02-10,0,41.17647058823529,20.0
Federico Delbonis,Hugo Dellien,87.0,77.0,Clay,Buenos Aires,2020-02-10,0,42.857142857142854,36.36363636363637
Pablo Cuevas,Lorenzo Sonego,48.0,49.0,Clay,Buenos Aires,2020-02-10,0,36.36363636363637,46.15384615384615
Albert Ramos,Leonardo Mayer,42.0,107.0,Clay,Buenos Aires,2020-02-10,0,,
Thiago Monteiro,Jaume Munar,92.0,95.0,Clay,Buenos Aires,2020-02-10,0,44.44444444444444,27.27272727272727
Jozef Kovalik,Corentin Moutet,129.0,76.0,Clay,Buenos Aires,2020-02-10,0,14.285714285714285,47.61904761904761
Pedro Sousa,Facundo Diaz Acosta,145.0,471.0,Clay,Buenos Aires,2020-02-10,0,,
Casper Ruud,Pablo Andujar,45.0,58.0,Clay,Buenos Aires,2020-02-10,0,62.857142857142854,25.0
Roberto Carballes Baena,Marco Cecchinato,88.0,73.0,Clay,Buenos Aires,2020-02-10,0,42.857142857142854,38.095238095238095
Pedro Martinez,Joao Domingues,142.0,175.0,Clay,Buenos Aires,2020-02-10,0,52.94117647058824,33.33333333333333
Laslo Djere,Francisco Cerundolo,35.0,239.0,Clay,Buenos Aires,2020-02-10,0,,
Juan Ignacio Londero,Filip Horansky,69.0,182.0,Clay,Buenos Aires,2020-02-10,0,,
Facundo Bagnis,Andrej Martin,134.0,93.0,Clay,Buenos Aires,2020-02-10,0,20.0,28.57142857142857
Kyle Edmund,Andreas Seppi,62.0,98.0,Hard,New York,2020-02-10,0,52.63157894736842,50.0
Kyle Edmund,Andreas Seppi,62.0,98.0,Hard,New York,2020-02-10,0,52.63157894736842,50.0
Andreas Seppi,Jason Jung,98.0,131.0,Hard,New York,2020-02-10,0,50.0,33.33333333333333
Kyle Edmund,Miomir Kecmanovic,62.0,54.0,Hard,New York,2020-02-10,0,52.63157894736842,58.620689655172406
Andreas Seppi,Jordan Thompson,98.0,63.0,Hard,New York,2020-02-10,0,50.0,47.82608695652174
Jason Jung,Reilly Opelka,131.0,40.0,Hard,New York,2020-02-10,0,33.33333333333333,60.0
Miomir Kecmanovic,Ugo Humbert,54.0,43.0,Hard,New York,2020-02-10,0,58.620689655172406,66.66666666666666
Kyle Edmund,Soon Woo Kwon,62.0,84.0,Hard,New York,2020-02-10,0,52.63157894736842,53.333333333333336
Jordan Thompson,John Isner,63.0,18.0,Hard,New York,2020-02-10,0,47.82608695652174,50.0
Andreas Seppi,Steve Johnson,98.0,75.0,Hard,New York,2020-02-10,0,50.0,42.857142857142854
Reilly Opelka,Yoshihito Nishioka,40.0,64.0,Hard,New York,2020-02-10,0,60.0,53.84615384615385
Reilly Opelka,Yoshihito Nishioka,40.0,64.0,Hard,New York,2020-02-10,0,60.0,53.84615384615385
Jason Jung,Cameron Norrie,131.0,59.0,Hard,New York,2020-02-10,0,33.33333333333333,40.909090909090914
Miomir Kecmanovic,Paolo Lorenzi,54.0,116.0,Hard,New York,2020-02-10,0,58.620689655172406,20.0
Ugo Humbert,Marcos Giron,43.0,113.0,Hard,New York,2020-02-10,0,66.66666666666666,50.0
Kyle Edmund,Dominik Koepfer,62.0,94.0,Hard,New York,2020-02-10,0,52.63157894736842,53.84615384615385
Soon Woo Kwon,Milos Raonic,84.0,32.0,Hard,New York,2020-02-10,0,53.333333333333336,69.6969696969697
Jordan Thompson,Ivo Karlovic,63.0,122.0,Hard,New York,2020-02-10,0,47.82608695652174,20.0
Andreas Seppi,Damir Dzumhur,98.0,100.0,Hard,New York,2020-02-10,0,50.0,20.0
Steve Johnson,Tennys Sandgren,75.0,53.0,Hard,New York,2020-02-10,0,42.857142857142854,38.095238095238095
Yoshihito Nishioka,Henri Laaksonen,64.0,114.0,Hard,New York,2020-02-10,0,53.84615384615385,25.0
Jason Jung,Kevin Anderson,131.0,120.0,Hard,New York,2020-02-10,0,33.33333333333333,50.0
Cameron Norrie,Brian Shi,59.0,,Hard,New York,2020-02-10,0,,
Miomir Kecmanovic,Tommy Paul,54.0,70.0,Hard,New York,2020-02-10,0,58.620689655172406,53.57142857142857
Paolo Lorenzi,Danilo Petrovic,116.0,159.0,Hard,New York,2020-02-10,0,20.0,50.0
Marcos Giron,Jack Sock,113.0,,Hard,New York,2020-02-10,0,50.0,42.857142857142854
